"index","SEM 1 SGPA","SEM 1 KT","SEM 2 SGPA","SEM 2 KT","SEM 3 SGPA","SEM 3 KT","SEM 4 SGPA","SEM 4 KT","SEM 5 SGPA","SEM 5 KT","SEM 6 SGPA","SEM 6 KT","SEM 7 SGPA","SEM 7 KT","SEM 8 SGPA","Hours_On_Assignment","Hours_On_Studies","Travel_Time","Attendance","Internet_Availability","Internet_Speed","Mode_Of_Transportation","2_hrs_lect","Submissions","5_hrs_lect","5_hrs_pracs","Coaching_classes","Teacher's Feedback","Label","Scocial_Skills","Average pointer","Cleaned_Feedback"
"141","7.5","0","7.6","0","7.5","0.0","6.82","0.0","7.82","0","8.0","0.0","8.2","0","8.4","0","0","3","2","1","0","3","0","1","1","0","0","Self-Motivated","1","0","7.73",""
"142","4.24","1","4.58","1","4.65","2.0","4.87","1.0","4.34","0","4.42","0.0","4.89","0","3.13","0","0","2","4","1","0","2","0","0","0","0","0","Bunk lectuer","0","0","4.39","bunk lectuer"
"143","3.8","2","4.6","1","4.6","1.0","3.4","1.0","3.7","0","4.63","0.0","3.5","0","4.96","0","0","3","5","1","0","1","0","1","0","0","0","Needs improvement","0","0","4.14875","need improv"
"144","9.58","0","9.46","0","8.2","0.0","7.1","0.0","7.8","0","6.3","0.0","7.2","0","7.9","0","1","3","1","1","0","3","1","1","1","1","0","Eagerness to Learn","1","0","7.9425","eager learn"
"145","6.67","0","7.19","0","6.54","0.0","6.5","0.0","6.8","0","7.2","0.0","6.15","0","7.2","0","0","3","3","1","0","2","1","0","0","0","1","Respectful to Authority and Others","1","0","6.78125","respect author other"
"146","5.6","1","5.7","1","5.2","1.0","5.7","0.0","5.1","0","5.2","0.0","5.6","0","5.9","0","0","1","2","1","0","3","0","1","1","0","0","Willingness to Put Forth Effort","1","0","5.5","willing put forth effort"
"147","4.5","2","3.9","2","4.6","1.0","3.6","1.0","4.69","0","3.41","0.0","4.69","0","4.6","0","0","1","5","1","0","2","0","1","0","0","0","Argues with teacher","0","0","4.24875","argu teacher"
"148","4.93","0","5.97","0","5.83","0.0","6.43","0.0","6.27","0","6.7","0.0","6.5","0","6.3","1","0","3","4","1","0","1","1","0","1","1","0","Solid Social and Emotional Skills","1","0","6.11625","solid social emot skill"
"149","8.1","0","7.2","0","","","8.2","0.0","7.2","0","6.2","0.0","6.7","0","6.7","0","1","3","1","1","0","3","1","1","1","1","0","Respectful to Authority and Others","1","1","","respect author other"
"150","4.2","1","3.4","2","3.8","3.0","3.5","2.0","3.25","0","4.1","0.0","3.25","0","3.55","0","0","3","5","1","0","1","0","1","0","0","0","Disappointed performance","0","0","3.63125","disappoint perform"
"151","9.21","0","9.38","0","9.43","0.0","9.1","0.0","9.2","0","8.9","0.0","9.5","0","9.6","0","0","3","2","1","0","3","1","1","0","0","0","Respectful to Authority and Others","1","1","9.29","respect author other"
"152","6.67","0","5.8","2","6.2","0.0","6.3","0.0","7.6","0","6.9","0.0","6.3","0","7.6","0","0","3","5","1","0","1","1","1","0","1","0","Good but can be better","1","0","6.67125","good better"
"153","7.04","0","7.85","0","6.32","0.0","6.68","0.0","7.12","0","8.12","0.0","7.28","0","7.9","0","0","2","3","1","0","1","0","0","1","1","0","Excellent performance","1","0","7.28875","excel perform"
"154","6.0","0","5.0","0","7.0","0.0","6.5","0.0","6.9","0","6.7","0.0","6.8","0","6.7","0","0","3","4","1","0","2","1","0","0","0","0","Good leadership skills","1","1","6.45","good leadership skill"
